Summary,Sentiment,Summary_len
"[complet, satisfi, machin, job, wellw, reason, expect, machin, tough, dri, stain, tea, milk, clean, need, select, right, program, vessel, place, appropri, figur, see, water, sprinkl, port, rotat, bladessav, water, deterg, salt, rise, aid, consumpt, lowbosch, good100, recommend]",positive,70
"[decent, product, keep, utensil, particular, fashion, get, best, result, even, though, bosch, say, prerins, requir, scrape, food, materi, fulli, true, plate, dri, residu, still, remain, clean, seen, even, intens, kadai, option, howev, lazi, peopl, like, wife, good, buy, recommend, soak, dish, water, immedi, meal, make]",positive,88
"[great, product, clean, utensil, perfectli, nice, shini, finish, load, capac, good, power, usag, also, great, hardli, increas, electr, bill, use, day]",positive,31
"[i, m, write, review, seven, month, usag, dishwash, look, pretti, cool, also, job, meant, dish, come, realli, well, five, menu, wash, juggl, depend, dish, load, one, gripe, does, nt, clean, dirt, that, stuck, well, like, tea, vessel, idli, plate, apart, good, applianc, problem, far]",positive,75
"[product, look, good, user, friendli, instal, servic, engin, demand, complet, home, setup, earth, pipe, fit, everi, supplement, machin, run, come, fit, give, demo, keep, atmospher, good, enough, hold, machin]",positive,43
"[well, suit, indian, utensil, one, know, arrang, vessel, place, optim, result, excel, futur, convert, hard, soft, water, 2in1, benifit, machin]",positive,39
"[use, dish, washer, model, last, four, week, absolut, worth, money, beli, feel, dish, washer, suitabl, indian, kitchen, work, well, combin, finish, saltdeterg, rins, aid, combin, look, forward, use, long, haul, would, say, invest, never, regret, good, riddanc, maid, tantrum]",positive,67
"[relief, feel, bosch, dishwash, simpli, miracl, majic, box, happi, share, review, best, choic, friend, wish, buy, buy, total, happi, satisfi]",positive,40
"[best, classbut, load, deterg, fullest, effect, washa, suggest, bosch, improv, effect, way, wash, like, rough, hardcorefutur, machin, home]",positive,31
"[probabl, lucki, enough, deliveri, instal, within, 2day, place, order, except, cost, i, m, extrem, happi, product, i, m, inclin, bosch, alreadi, wash, machin]",positive,37
"[deliv, instal, schedul, request, machin, work, fine, serv, purpos, well, shine, utensil, need, get, educ, powder, salt, type, quantiti, requir, feed, dish, washer, rest, fine, need, second, thought, highli, recommend]",positive,61
"[brought, dishwash, sceptic, clean, utensil, satisfi, product, clean, hard, stain, level, boil, milk, fri, kadai, stain, plan, buy, recommend, dishwasheradvantag, save, water, time, wash, hot, water, disadvantag, point, may, electricityfinish, tabl, best, use, fortun, decent, jobapprox, expens, 800month, two, time, usag, famil]",positive,88
"[one, wash, tea, pot, two, use, use, dishwash, compani, perfectli, clean, metal, tea, strainer, machin, wash, well, especi, small, hardtoreach, place, three, cup, remain, tea, stain, wash, hand, four, lime, deposit, dish, contact, water, long, time, also, remain, dish, also, wash, well, undersid, pan, pan, gener, despit, shortcom, satisfi, wit]",positive,88
"[good, machin, bad, clean, utensil, better, like, hand, like, cooker, currypansand, teapan, lightli, wash, good, tentionfre]",positive,28
"[superfast, deliveri, flipkart, big, thank, brilliant, dishwash, need, place, disheskadhaaioth, utensil, proper, way, best, use, porcelainchina, clay, plate, nonstick, cookwar, utensil, use, boil, milk, prepar, tea, ca, nt, clean, dishwash, better, avoid, bosch, design, layout, well, even, modifi, layout, add, heavier, cookwar, ensur, dish, place, free, rotat, blade, avoid]",positive,80
"[awesom, engin, marvel, bosch, wash, dish, like, charm, intens, kadhai, mode, wich, much, need, indian, household, put, everyth, get, sparkl, dri, dish, model, valu, money, product, bosch, superb, brand, 5th, bosch, machin, famili, total, love]",positive,63
"[use, home, machin, clean, good, almost, vessel, plate, etc, burn, though, get, cleanha, got, necessari, function, easi, use]",positive,25
"[must, buy, mom, much, happi, perform, dishwash, realli, fed, maid, entri, maid, hous, thank, bosch, great, product]",positive,36
"[total, worth, super, clean, utensil, super, happi, wife, instal, smooth, usag, simpl, love, highli, recommend]",positive,24
"[good, reliabl, product, previou, bosch, dishwah, fifteen, year]",positive,14
"[good, product, perfectli, built, indian, kitchen, concern, cost, deterg, cost, almost, equival, keep, maid, howev, less, costli, option, avail, need, compromis, wash, qualiti]",positive,35
"[though, product, deliv, per, commit, time, one, compani, contact, us, far, instal, demo, contact, flipkart, custom, servic, start, say, instal, demo, indic, seller, page, product, henc, arrang, instal, local, person, yet, open, box, time, return, also, approach, fast, expect, call, seller, flipkart, see, f]",neutral,87
"[bad, item, headach, sinc, last, six, month, mechan, visit, home, twice, repair, machin, realli, bad, qualiti, product, did, nt, expect, garbag, bosch, hate, buyer, bewareupdatedworst, possibl, servic, bosch, stop, work, contact, bosch, custom, servic, sinc, last, three, month, one, come, repair, mom, wash, dish, hand, sinc, last, three, month]",negative,72
[excel],positive,1
"[happi, purchas, product, flipkart, that, follow, reason1mi, product, tag, broken, deliveri, per, flipkart, fulli, support, exchang, product, involv, seller, do, nt, thisbecaus, due, one, damag, tag, seller, get, loss2, product, price, low3instal, fast4last, say, buy, genuin, product, flipkart, instead, showroom]",positive,70
"[inadequ, performancene, scrub, vessel, load]",negative,9
"[good, dishwash, complet, satisfi, wash, qualiti, good, disadvantag, aluminium, utensil, fade, wash]",positive,20
"[senior, citizen, two, member, without, maid, servant, clean, vessel, problem, problem, solv, altern, day, use, first, time, life, see, clean, vessel, good, perform]",negative,36
[great],positive,1
"[nice, product]",positive,2
"[high, price, discount, averag, perform]",negative,7
"[good, use, covid, break, brought, thirtyf, tablet, seven, hundr, fifti, rsonli, challeng, need, wash, milk, pot, hand, machin, wash, does, nt, work, overal, happi, product]",positive,35
"[life, saver, lockdown]",positive,5
"[excel, product, made, mom, free, utensil, clean, task]",positive,12
"[excel, servic, excel, product, receiv, two, day, back, installedengin, soft, languag, cooper, use, today, first, time, satisfiedthanky, flipkart]",positive,25
[good],positive,2
"[product, damag, work, first, wash, give, error, fifteen, mean, leakag, insid, dishwash]",negative,22
"[shiner, work, properli, one, month]",neutral,8
"[i, m, happi]",positive,3
"[good, product]",positive,3
"[worst, product, use, two, month, start, show, error, e, fifteen, mean, leakag, noth, work, take, much, time, give, replac, wast, money, purchas, worst, machin, worst, servic]",negative,52
"[use, four, month, great, use, especi, differ, set, heavi, utensil, less, utensil, quick, dri, save, lot, time, water, though, heavi, electr, best, product, dishwashera]",positive,33
"[fine, depend, machin]",positive,4
"[awesom, product]",positive,2
"[good, product]",positive,2
"[good, model, ca, nt, hold, mani, cooker, steel, plate, small, person, demo, did, nt, even, show, use]",negative,29
"[best, dishwash, complet, valu, money, purchas, march, two, thousand, twentyon, work, fine, issu, whatsoev, bosch, qualiti, best, go]",positive,34
"[good, perform, expect]",positive,5
"[worst, product, within, month, start, show, error, without, valid, reason, clean, wise, job, well, ad, anoth, stress, everyday, wonder, whether, gon, na, work]",negative,35
"[best, machin, go]",positive,5
"[donot, sell, product, instal, item, provid, absolut, rubbish]",negative,11
"[refurbish, product, given, meeveri, day, error, come, within, three, day, instal]",negative,13
"[nice, machin, problem, use, small, famili, two, three, larg, amount, utensil, can, not, wash, time]",positive,29
"[good, dishwash, better, wash, maid]",positive,7
"[worst, instal, ever, boschthey, instal, properli, order, one, month, back, still, use, singl, day, abl, return, product]",negative,26
"[must, buy]",positive,2
"[happi, dishwash, work, realli, well]",positive,11
"[delay, product, deliveri, instal, delay, two, week, still, installedupd, instal, done, today, tri, quick, wash, excel, result, find, difficult, get, dishwash, salt, pod, rins, aid, liquid, stock, everywher]",negative,43
"[deliveri, flipkart, timeus, daili, ut, clean, utensil, well, issu]",positive,20
[good],positive,2
"[good, product]",positive,2
"[excel, conveni]",positive,2
"[hygien, way, wash, utensil, best, brand, assur]",positive,9
"[instal, flipkart, bosch, deterg, price, rs, five, thousand, pack, nineti, tablet, plu, salt, rins, aid, also, requir, water, hard, think, twice, buy]",negative,33
"[super, fulli, satisfiedgreat, servic, flipkart, well, bosch]",positive,10
"[time, deliveri, instal, machin, also, work, well, burst, myth, buy, high, valu, product, store]",positive,21
"[excel, product, thank, flipkart]",positive,4
"[excel, product, good, work, capabl, realli, satisfi, machin]",positive,12
[best],positive,1
"[machin, simpli, good]",positive,6
"[review, use, one, month, realli, realli, help, clean, daili, utensil, howev, rough, stain, might, requir, slight, wash, put, insid, use, wash, tablet, that, best]",positive,34
"[germani, technolog, devic, use, clean, indian, dishesi, satisfi, machin, use, sinc, last, two, monthsne, make, bigger, space, insid, keep, big, indian, vessel, dish]",positive,34
"[good, product, small, famili, two, year, use, still, work, well]",positive,17
"[recommend, flipkart, neighbour]",positive,6
"[great, product]",positive,2
"[great, experi, low, power, consumpt]",positive,7
[good],positive,1
"[pretti, good, work, flawlessli]",positive,4
"[happi, bosch, dish]",positive,7
[good],positive,1
[profession],positive,2
"[excel, product, get, consist, perform, cleanli, utensil]",positive,11
"[good, productveri, use]",positive,3
"[excel, product]",positive,2
"[nice, product]",positive,2
[good],positive,1
"[happi, dishwash, right, one, indian, cook, keep, use, right, deterg, rins, aid, bosch, result, excel]",positive,24
"[great, dishwash, especi, tough, pendem, time, lifesav, till, face, issu, thank, bosch, thank, flipkart]",positive,26
"[lockdown, purchas, beat, productth, process, peac]",positive,7
"[must, buy, i, m, happi]",positive,9
"[good, product]",positive,2
[love],positive,2
"[good, product]",positive,3
[good],positive,2
"[good, instal]",positive,3
"[issu, product, instal, deliveri, went, well, five, star, side]",positive,15
"[go, good, one, clean, utensil, perfectli]",positive,10
[good],positive,2
"[problem, instal, staff, respond, properli, purchas, come, product, good]",positive,18
"[use, even, indian, kitchen]",positive,6
"[best, product, ever, purchas, flipkart, till, today, worri, instal, etc, flipkart, took, got, done, one, time, bosch, serviceno, word, bosch, servic, excel]",positive,35
"[machin, good, servic, provid, flipkart, worsti, suggest, purchas, electron, item, flipkartand, custom, care, support, also, pathet]",positive,29
"[amaz, product, dish, come, sparkl, clean, total, dri, warm, reduc, water, consumpt, one, third]",positive,17
"[good, product]",positive,3
"[utensil, come, dishwash, like, newit, bless]",positive,12
"[product, good, small, famili]",positive,7
[good],positive,2
"[give, tri]",positive,5
"[nice, product, wait, instal, product]",positive,10
"[satisfi, servic, late]",positive,5
[good],positive,1
"[effici, dishwash, instal, guy, hurri, demo, purpos, came, three, rd, parti, institut]",positive,19
"[good, product, work, great]",positive,4
"[gener, good, product, wit, good, shine, wash]",positive,11
"[product, look, use, pack, may, demo, piec, return, piec, does, nt, look, like, newotherwis, good, deliveri, instal, fast, hassl, free]",positive,32
"[superb, product, made, boschpros1, design, super, modern2, get, job, wash, utensil, well, clean3, utensil, super, dri, come, need, mess, wateri, utensils4, use, warm, water, time, wash, sixti, degre, everi, bacteria, dead5, use, three, type, thing, one, one, dishwash, deterg, put, everi, time, wash, one, scoop, two, one, rins, aid, help, dri, utensil]",positive,92
"[product, nice, till, date, satisfi, 1st, wash, half, load, quick, set, product, silent, oper, would, given, fortyf, star, compani, product, instal, gave, low, star, demo, never, given, ourself]",neutral,50
"[nearli, six, month, line, want, wait, write, review1, deliveri, fast, instal, took, time, kitchen, site, readi, full, mark, there2, bosch, dishwash, one, best, india, right, set, frill, wo, nt, go, tech, specs3, product, job, well, blacken, iron, kadhai, iron, utensil, start, get, back, sheen, slowli, ss, uten]",positive,92
"[must, buy, product, fulli, satisfi, got, relief, maid, tamtrum, use, sinc, last, one, year, give, review, first, may, feel, bore, arrang, utensil, trust, learn, arrang, utensil, machin, bless, got, twentyeight, thousand, last, big, billion, day, feel, lucki, bcz, peopl, search, product, sinc, last, six, month, due, lockdown, peopl, say, cost, rins, aid, salt, extra, use, salt]",positive,97
"[nice, product, use, household, utensil, clean, instal, delay, overal, product, realli, serv, purpos, remoc, stain, use, want, reduc, depend, maid, clean, also, perfect, seventi, deg, temperatur, maid, match, clean, manual, mode, person, recommend, one, machin, home, anoth, mother, law, home, simpli, say, goodby, bcz, reduc, amount, work, wif]",positive,91
"[save, time, use, best, relief, maid, piec, mind, use, time, automtilli, switch, select, mode, time, complet, help, must, buy, do, nt, think, awesom]",positive,46
"[aluminum, kadai, becom, blackotherwis, product, goodon, go, size, suffici, two, peopl, three, time, cook, perday, break, fast, lunch, dinnereven, ten, ltr, stainless, prestig, cooker, kept, lower, tray, without, problemit, help, save, time, one, two, hour, oer, dayon, go]",positive,55
"[machin, good, minor, intellig, ignor, inlet, pipe, caus, much, troubleth, pipe, end, connect, tap, made, tap, adapt, avail, anywher, market, provid, bosch, itselfeven, arrang, adaptor, caus, much, troubleotherwis, machin, great, utensil, get, wash, top, notch, use, much, less, water, maid, use, also, does, nt, break]",positive,88
"[product, great, clean, vessel, well, easi, use, though, take, get, use, never, use, dishwashery, need, water, sourc, 15a, plug, point, water, drain, spot, start, use, pipe, extens, avail, pricei, tri, use, bosch, finnish, product, tablet, rins, aid, finnish, better, bosch, even, bosch, recommend, finnish, productsth, cost, per, month, depend, use, mostli, salari, pay]",positive,89
"[review, two, week, usag, good, product, utensil, clean, well, better, hand, wash, start, see, origin, glow, utensil, great, product, bosch, howev, feel, like, space, littl, less, keep, bigger, steel, plate, would, gone, 14plate, bosch, avail, marketal, togeth, recommend, product]",positive,67
"[lot, hesit, purchas, machin, consid, staller, reput, bosch, dishwash, rang, around, month, usag, easili, say, best, invest, indian, household, avoid, nag, maid, job, much, better, handwash, utensil, right, kind, deterg, salt, rins, etc, requir, desir, result, finish, brand, recommend, go, without, second, thought, make, life, easier, wish, could, purchas, ear]",positive,84
"[utensil, wash, open, door, dishwash, smile, come, facesuch, wonder, machin, worth, money, spent]",positive,27
"[worth, everi, penni, must, buy, product, reduc, lot, kitchen, work, load, make, lifestyl, easi, thk, u, flipkart, superb, product, bosch]",positive,23
"[superb, product, differ, type, mode, base, utensil, soil, heavili, soil, intens, kadai, mode, kadai, tea, pot, remov, solid, particl, keep, less, soil, quick, mode, like, cup, serv, bowl, aluminium, utensil, also, clean, tupperwar, microwav, safe, bowl, cup, also, kept, importantli, steril, hot, water, hygien, better, us, help, covid, situat, clean, better]",positive,84
"[one, word, terrif, go, plan, purchas, one, sinc, long, covid, situat, purchas, excel, clean, steel, porcelainbon, china, glass, utensil, clean, perfectli, though, written, aluminium, utensil, wash, got, good, clean, even, aluminium, vessel, fit, shape, size, utensil, nois, take, exactli, one, hundr, thirti, hr, intens, kadai, mode, less, also, quick, mode, thirti, hr]",positive,85
"[write, review, week, use, first, run, machin, need, addit, suppliment, like, dishwash, salt, rins, aid, dishwash, deterg, howev, small, kit, come, machin, that, one, use, onlynow, come, wash, wash, utensil, effect, steel, utensil, shine, like, never, wash, time, eco, mode, one, hundr, thirti, hr, quick, mode, thirti, min, alway, use, eco, mode, use, less, electr, water, howev, time]",positive,92
"[buyer, need, constant, water, connect, certain, flow, electr, connect, extens, basic, wire, short, proper, place, water, outlet, pipe, do, nt, instal, guy, wo, nt, visit, get, ask, reappoint, instal, guy, window, visit, overif, prerequisit, dishwash, is, nt, mention, descript]",positive,89
"[truelli, awesom, machin, super, hygien, utensil, work, well, oili, utensil, like, kadai, feel, like, bought, earlier, maid, charg, one, thousand, five, hundr, unhygien, way, partli, clean, seventi, degre, hot, water, work, well, super, happi, product]",positive,47
"[amaz, product, intens, research, check, multipl, option, reliabl, qualiti, product, unmatch, use, week, never, dissapoint, oper, instal, person, venkatesh, kind, help, explain, everyth, properli, also, explain, offer, tablet, usag, never, forc, purchas, nice]",positive,60
"[product, deliv, four, day, came, excel, condit, also, instal, demo, done, two, day, glad, purchas, product, flipkartexcel, dish, washer, highli, recommend, thank, flipkart]",positive,43
"[excel, product, work, flawlessli, also, happi, instal, deliveri, easi, recommend, product]",positive,19
"[great, machineit, work, better, mani, happi, sparkl, like, clean, awesom, love, also, thank, flipkart, time, deliveri, quick, demo]",positive,26
"[use, help, irregular, reduc, depend, altern, taken, risk, sinc, live, bangalor, depend, bore, well, water, machin, take, care, week, wife, happi, also, realis, super, coin, concept, noth, kind, fraud, valid, coin, expir, mani, option, redeem, realis, compettitor, shop]",positive,84
"[excel, perform, machinewash, utensil, appear, like, new, extrem, low, nois, washinggood, buy]",positive,15
"[hiproduct, good, time, deliveri, go, ahead, buy, itinstal, support, good, prepar, delay, less, profession, work, two, time, schedul, modifi, locat, bangalor, get, sm, messag, bosch, present, engin, visit, custom, home, plan, situat, normal, four, day, went, without, clue, instal, start, look, instal, fifth, day, servic, engin, call]",positive,81
"[got, defect, product, seller, name, electron, hut, product, look, old, paper, work, proper]",negative,20
"[dishwash, good, compani, provid, requir, part, instal, part, need, attach, dishwash, inlet, pipe, cost, around, rs300, need, pay, seper, redicula, that, given, three, star, otherwis, give, five, star]",positive,51
"[use, machin, utensil, get, clean, realli, well, save, lot, water, get, rid, depend, maid]",positive,20
"[nice, use, beauti, design]",positive,5
"[excel, product, happi, dishwash, use, everyday, made, live, easier]",positive,19
"[product, good, servic, person, came, instal, cun, call, initi, inform, us, he, come, ask, us, want, stand, told, clearli, alreadi, brand, new, stand, come, hous, inform, us, sever, time, brought, stand, anyway, free, charg, saw, stand, told, us, free, stand, better, final, said, ok, immedi, instal, ask, us, pay, one, thousand, five, hundr, sa]",positive,99
"[would, given, four, hundr, seventyf, possibl, twentyf, deduct, tea, utincil, need, scrub, either, wash, even, soak, water, hr, dosent, help]",negative,33
"[work, good, condit, paid, rs2250, toward, cost, stand, tap, samual, bosch, technician]",positive,15
"[nice, product, save, eighti, effort, twenti, effort, arrang, dish, compact, vessel, like, tea, maker, milk, boiler, well, rest, ok, also, lack, mani, dish, washer, deterg, product, market, exist, one, littl, costli]",positive,42
"[reliabl, product, use, four, month]",positive,12
"[perform, machin, good, stainless, steel, plate, utensil, glass, crockeri, wash, sparkl, clean, wash, toughest, stain, hot, water, wash, rins, make, sterilizedlittl, issu, wash, nonstick, pan, anodis, coat, vessel, nonstick, coat, wash, away, salt, deposit, anodis, utencil]",positive,50
"[product, sure, good, onedeliveri, experi, excel, demoth, bosch, demo, team, call, day, deliveri, happenedth, whole, experi, goodproduct, also, good]",positive,33
"[use, product, need, depend, maid, buy, earliervessel, get, sparkl, cleaneasi, arrang, vesselshygien, washnow, kitchen, clean, everi, time, dirti, vessel, wait, maid]",positive,33
"[someth, new, innov, machin, indian, greas, tough, stain, cours, pure, made, steel, utensil, tricki, part, arrang, utensil, like, solv, mathemat, equationgo]",positive,34
"[instal, part, pathet, tech, person, even, carri, plumb, tool, got, demo, power, mode, satisfactori, give, rate, edit, rate, start, use]",negative,44
"[big, famili, member, clean, vessel, wise, do, nt, expect, machin]",positive,21
"[good, product, advantag, brands1, memori, capac, ie, current, cut, start, place, shut, two, suitabl, famili, 43utensil, load, twenti, thirti, minut, pre, wash, rins, tap, water4, common, product, among, indian, popul, henc, avail, spare, part, futur, disadvantages1, possibl, wash, everi, thing, especi, common, brand, non, stick, ceram, coatedb, cooker, lid, c, milk]",positive,81
"[fulli, depend]",positive,6
"[good, product, made, india, afford, everyon]",positive,14
"[best, dishwash, per, research, conduct, buy, must, say, live, consensu]",positive,21
"[good, product, servic, must, buy, excel, machin, ensur, 220v, electr, suppli, first]",positive,15
"[niceexcel, wash]",positive,3
"[regret, buy]",positive,6
"[use, substitut, manual, dish, wash, limit, prerequisit]",positive,17
"[far, work, great, 2nd, bosch, dishwash, never, disappoint, us]",positive,14
"[valu, money, producteasi, useveri, comfort, famili, twentythre, peopl]",positive,12
"[flipkart, mess, big, time]",negative,5
"[good, one, time, invest, tension, maid, extra, cost, custom, need, bear, wash, deterg, normal, deterg, work, hope, work, least, eight, year, get, cost]",positive,37
"[check, review, bought, product, satisfi, happi]",positive,12
"[good, product, realli, happi, wash, pot, extrem, well, clean, stain]",positive,12
"[awesom, dishwash, far, better, one, expectedgo]",positive,9
"[super, pack, gud, nd, fresh, piec]",positive,9
"[buy, hard, water]",negative,8
"[excel, product, poor, instal, experi, develop, intern, leak, perform, exceedingli, well, week, email, bosch, let, hope, best]",positive,25
"[wash, dish, better, maid, go]",positive,9
"[receiv, faulti, machin, return, even, variou, followup, flipkart]",negative,15
"[worst, experi, 3day, use, heat, element, burnout, three, day, good, clean, utensil, white, cote, do, nt, buy, dishwash, final, retun, product, sooooo, waaaaaast]",negative,30
"[milk, warm, utensil, clean, properlyveri, disappointingnot, abl, use, alumunium, pressur, coockerhalf, work, still, handswast, moneyand, neari, five, hundr, rupe, everi, month, deterg, rins, aid, saltwhich, unavail, local, marketonli, buy, onlin, sitesit, can, not, clean, much, even, intens, kadhai, mode]",negative,56
[bad],neutral,2
"[perform, well, qualiti, excel]",positive,7
"[good, one, joint, famili, n, handi, usagerecommend, product]",positive,12
"[do, nt, buy]",negative,3
"[qualiti, good, though, still, improv, bit]",positive,11
"[good, machin, term, durabl, function, write, five, month, usag, good, indian, utensil, definit, five, litr, vessel, care, pain, wash, small, utensil, well, taken, care, machin, pioneer, dish, washer, would, recommend, brand, bosch, leader, dw]",positive,64
"[good, product]",positive,3
"[excel, qualiti]",positive,2
"[clean, utensil, well, util, less, water, clean, useful, clean, steel, plate, glass, spoon, pan, etc, great, product]",positive,25
"[much, useful, applianc, home, make, vessel, clean]",positive,13
"[great, product]",positive,2
"[great, productno, hassl, find, maid, dish, washingdo, better, job]",positive,12
"[everi, penni, repaid, experi, machin, fantasticth, machin, beauti, highli, effici, clean, clean, built, qualiti, stunningwond, time, deliveri, flipkartveri, satisfactori, instal, demonstrationi, highli, suggest, amaz, machin, ladi, get, rid, pain, job, clean, utensilsjust, go, ladiesby, way, flipkart, evolv, time, flipk]",positive,72
"[good, product]",positive,2
"[updat, three, month, usageon, best, dishwash, clean, heavili, dirti, kadahi, also, without, manual, prewash, utensil, shine, like, new, onei, total, satisfi, purchas]",positive,31
"[good, product]",positive,2
"[good, worth]",positive,3
"[product, nice, instal, quick, inform]",positive,10
"[nice, product]",positive,2
"[super, fast, instal, bosch]",positive,5
"[product, deliv, time, instal, good, realli, work, good, finish, product]",positive,15
"[right, price, work, well, essenti, need, pandem]",positive,8
"[product, good]",positive,4
"[fulli, satisfi]",positive,3
"[much, satisfi]",positive,3
"[amaz, product, expect, deliv, safe, within, agre, time, frame, thank]",positive,15
[nice],positive,1
"[perfect, machin, dish, wash, valu, money, fulli, satisfi]",positive,16
"[one, aluminum, vessel, becom, black, colour, powder, precipitate2, deterg, dispens, get, open, wash, cycle3, instal, also, done, two, day, sever, follow, up]",neutral,31
"[good, proddyct]",positive,3
"[best, product, segment]",positive,5
"[qualiti, improv, compar, new, dishwash, come, day, compet, brand]",positive,16
"[excel, happi, instal, team, toosav, whole, lot, time]",positive,12
"[bosch, twelv, place, dishwash, good, applianc, famili, fortysix, member, do, nt, worri, member, frequent, guest, visit, alway, run, multipl, short, cyclesth, best, thing, deliveri, time]",positive,42
"[extrem, good, experi]",positive,3
"[saw, nice, discount, price, went, bosch, technician, came, day, deliveri, set, demo, power, ball, rins, aid, come, dishwash, alreadi, prepar, water, power, connectiong, confid, dishwash, kitchen, know, manag, dish, even, maid, absent]",positive,65
"[amaz, product, quick, deliveri]",positive,5
"[realli, worth, spend, instal, demo, upto, mark, patient, silliest, complex, queri]",positive,29
"[best, marketwork, suppos]",positive,10
[nice],positive,1
"[best, product, market, perfectli, work, per, given, featur, function, feedback, first, time, buyer, one, power, consumpt, one, thousand, watt, expect, increas, power, bill, min, rs, one, hundr, base, daili, usag, min, two, hr, two, deterg, shine, liquid, cost, avg, rs, five, hundr, fifti, three, place, utensil, ensur, scrap, leftov, utensil, take, hardli, ten, min, dishwash, option, wash, heavi, soil, item, better, f]",positive,93
"[good, one, time, instal]",positive,5
"[best, market]",positive,6
"[profession, instal, never, use, dishwash, sceptic, samebut, utensil, come, shinig, cleanamaz, see, result]",positive,26
"[nice, addit, kitchen, home, applianc, definit, save, time, effort, clean, utensil, provid, independ, hous, maid, keep, mind, cost, applianc, need, incur, cost, term, deterg, tablet, rins, aid, salt, per, wash, cycl, come, around, two, thousand, thirti, rupe, qualiti, wash, great, satisfactori, lockdown, applianc, scarc, avail, market, expect, much, discount, rate]",positive,86
"[product, good, price, high, bought, dishwash, rs45500]",positive,15
"[washer, use, deterg, rinceliquid, cost, high]",positive,10
"[nice, product, clean, well]",positive,6
"[amaz, product, effectiveand, use, month, problem, whatsoev]",positive,15
[awesom],positive,2
[good],positive,2
"[amaz, life, saviour]",positive,3
"[nice, product]",positive,5
"[simpli, greatdeliveri, instal, done, specifi, utensil, shini, clean]",positive,13
"[superb, product, use, five, month, issu, good, clean]",positive,14
"[excel, must, buy, product, output, everytim, awesom, time, constraint, plastic, aluminium, vessel, go, bar, everi, vessel, small, spoon, big, kadai, come, brand, new, deterg, softner, rins, aid, need, stock, calcul, per, use, apart, big, citi, procur, via, onlin, monitor, consumpt, recommend, rememb, electr, suppli, fifteen, ampbig, size, socket, rest, usag, depend, ingenu, u]",positive,87
"[nice, machin, utensil, clean, flipkart, deliv, without, damag, product, nice, pack, protect, physcial, water, damag]",positive,22
"[instal, good, thank, technician, support]",positive,9
[good],positive,1
"[best, go, without, second, thought]",positive,9
"[great, product, realli, help, custom, support, guy]",positive,7
[good],positive,2
"[fantast, machin, use, quit, month, problem, ever, power, consumpt, water, consumpt, econom, happi, brought]",positive,31
"[product, receiv, expect, product, function, expect, happi, purchas, produxt]",positive,15
"[good, pandem, situat, help]",positive,10
"[use, machin, past, eight, month, job, especi, lockdown, realli, help, suitabl, famili, four, six, mother, wife, realli, happi, product, though, sceptic, order, product, made, purchas, get, rid, maid, relat, issu, use, brand, deterg, though, bosch, suggest, use, costli, one, caution, leav, solid, food, particl, vessel, caus, wa]",positive,92
"[mind, blow]",positive,2
"[nice, product, use, everi, day, without, hassl, avoid, aluminum, utensil, otherwis, best, daili, usag, also, sanitis, hot, water, hot, water, steam, featur]",positive,29
"[superb, best, segment]",positive,4
"[job, perfectli, exceed, expect, worth, indian, home]",positive,13
"[absolut, kickassa, dishwash, ninetyf, job, perfectli, five, remov, food, hard, stain, take, five, ten, min, clear, load, dish, come, sparkl, clean, neg]",positive,35
"[serv, purpos, use, must, applianc, everi, household]",positive,12
"[super, fast, deliveri, even, lockdown, period, product, excel, highli, recommend]",positive,14
"[amaz, dishwash, probabl, best, categori, clean, utensil, quit, well, come, sparkl, clean, sanit, silent, oper, easi, use, fk, deliveri, time, packag, good, happi, product]",positive,42
"[good, one]",positive,2
"[ultim, product, super, fine, clean, n, shine, utensil, yeah, sheer, truth, exclus, made, indian, style, utensil, though, difficult, get, salt, deterg, lockdown]",positive,38
"[practic, product, handi, machin, urban, lifestyl, one, forget, headach, regard, dish, wash, peac, job, well]",positive,27
"[averag, clean]",neutral,3
"[good, product]",positive,2
"[perfectfreedom, handno, depend, maidjust, fill, godont, think, twice]",positive,14
"[good, one, worth, price]",positive,5
"[excel, product, use, easi, handlingsup, servic, supplier]",positive,9
"[super, product, super, deliveri, servic]",positive,7
"[do, nt, worri, dirti, utensil, utensil, becom, shini, clean, dishwash, clean]",positive,13
"[hiit, wash, dish, littl, bit, dissatisfi, kadai, cooker, pan, milk, boiler, tea, vessel, requir, high, pressur]",negative,21
"[excel, use, day, day, household, utensil]",positive,10
"[excel, product, amaz, servic, flipkart]",positive,7
"[great, product, i, d, strongli, recommend]",positive,6
[excel],positive,1
"[nice, product]",positive,2
"[product, stand, servic, bad]",neutral,8
"[good, work, nice, mom, happi, happi]",positive,10
"[item, good, instal, servic, bad, respond, wait, instal]",negative,15
"[product, good, work, exceptedbosch, servic, flipkart, deliveri, flawless]",positive,13
"[good, machin, work, fine, famili, member, express, full, satisfact]",positive,9
"[product, fine, instal, part, could, better]",positive,11
"[suitabl, indian, kitchen]",negative,5
"[nice, applianc, clean, neat]",positive,4
"[nice, product]",positive,2
"[yet, b, instal, use]",neutral,6
"[product, good, doubt, howev, instal, importantli, demo, inadequ, mark]",neutral,19
"[realli, worth]",positive,2
"[mind, blow, purchas, must, buy]",positive,5
"[v, good, product]",positive,3
[good],positive,2
"[nice, product, worth, everi, penni]",positive,6
